date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,ifc_investment_for_risk_management_million_usd,ifc_investment_for_guarantee_million_usd,ifc_investment_for_loan_million_usd,ifc_investment_for_equity_million_usd,total_ifc_investment_as_approved_by_board_million_usd
06.09.13,Nigeria,NIR,Financial Institutions,ABN MF Bank Loan,33591,AB MICROFINANCE BANK NIGERIA,Completed,NA,NA,5,NA,5
05.09.13,Nigeria,NIR,Infrastructure,Azura Edo IPP,32859,AZURA POWER WEST AFRICA LTD,Active,NA,NA,155,NA,155
04.09.13,Morocco,MYC,Financial Institutions,FBPMC,33262,Attawfiq Micro-Finance,Active,NA,NA,20,NA,20
04.09.13,Gabon,GAB,"Oil, Gas, and Mining",VAALCO III,33781,"VAALCO GABON (ETAME), INC.,",Completed,NA,NA,65,NA,65
29.08.13,Russian Federation,RUS,Manufacturing,Borets II,34065,BORETS INTERNATIONAL LTD,Active,NA,NA,NA,18,18
28.08.13,Panama,PAN,Financial Institutions,QBE Equity 2,34052,ISTMO COMPANIA DE REASEGUROS INC,Active,NA,NA,NA,4.5,4.5
27.08.13,Nicaragua,NIC,Financial Institutions,FDL Nicaragua,28799,FONDO DE DESARROLLO LOCAL,Completed,NA,NA,5,NA,5
27.08.13,Indonesia,INS,Financial Institutions,Danamon SME,32311,"BANK DANAMON INDONESIA, PT TBK",Completed,NA,NA,75,NA,75
27.08.13,Mongolia,MNG,Financial Institutions,Khan Bank AMC Cap Fund,33515,KHAN BANK LLC,Active,NA,NA,NA,NA,NA
27.08.13,Mexico,MXC,Agribusiness and Forestry,Puertas Finas II,33550,"PUERTAS FINAS DE MADERA MONTEALBAN, S.A. DE C.V.",Active,NA,NA,13,NA,13
26.08.13,Dominican Republic,DOM,Financial Institutions,FONDESA Gender F,33857,"FONDO PARA EL DESARROLLO, INC. - FONDESA",Completed,NA,NA,4.69,NA,4.69
22.08.13,Pakistan,PAK,Infrastructure,Metro Power Company Limited,33496,METRO POWER COMPANY LIMITED,Active,NA,NA,22.5,3.26,25.76
16.08.13,Brazil,BRA,Agribusiness and Forestry,Asa Alimentos,32759,ASA PARTICIPACOES E ADMINISTRACAO LTDA.,Active,NA,NA,19.72,NA,19.72
16.08.13,Russian Federation,RUS,Financial Institutions,TCB EE Loan,33690,OAO TRANSKAPITALBANK,Completed,NA,NA,50,NA,50
15.08.13,World Region,WLD,Manufacturing,Fluidic,33274,"FLUIDIC, INC.",Active,NA,NA,NA,7,7
13.08.13,Tajikistan,TJK,Financial Institutions,FINCA Tajikistan,33453,MICROCREDIT DEPOSIT ORGANIZATION FINCA LIMITED LIABILITY COMPANY,Completed,NA,NA,1.5,NA,1.5
02.08.13,Turkey,TUR,Health and Education,Astra Dorms,33528,ASTRA YAPI VE ISLETMECILIGI SANAYI VE TICARET ANONIM SIRKETI,Active,NA,NA,NA,10.27,10.27
02.08.13,Romania,ROM,Infrastructure,Botosani Heating,33606,MUNICIPALITY BOTOSANI,Completed,NA,NA,10,NA,10
02.08.13,Turkey,TUR,Health and Education,OzU II,34009,OZYEGIN UNIVERSITESI,Completed,NA,NA,25,NA,25
31.07.13,Turkey,TUR,Financial Institutions,Seker Sub,33922,SEKERBANK TAS,Completed,NA,NA,50,NA,50
30.07.13,Jordan,JOR,Financial Institutions,FINCA Jordan,31217,FINCA JORDAN,Completed,NA,NA,2,NA,2
30.07.13,Uzbekistan,UZB,Financial Institutions,Hamkor Bank SL,33596,HAMKORBANK JSCB,Completed,NA,NA,7.5,NA,7.5
29.07.13,Chile,CHL,Infrastructure,Alto Maipo,31632,Alto Maipo SpA,Completed,NA,NA,150,NA,150
22.07.13,Colombia,CLM,Infrastructure,TCBuen II,32481,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S A,Completed,NA,NA,25,NA,25
19.07.13,Philippines,PHL,Financial Institutions,Altus,31942,ACP Investments One Inc.,Active,NA,NA,41.17,0.15,41.32
19.07.13,Mexico,MXC,Financial Institutions,CS Mexico Credit Opportunities Trust,32407,CREDIT SUISSE MEXICO OPPORTUNITIES TRUST,Active,NA,NA,NA,50,50
19.07.13,Russian Federation,RUS,Manufacturing,KuAz Expansion,33302,KUIBYSHEVAZOT PAO,Active,NA,NA,75,NA,75
17.07.13,Morocco,MYC,Agribusiness and Forestry,Zalagh,32390,ZALAR HOLDING SA,Active,NA,NA,NA,24,24
09.07.13,Colombia,CLM,Financial Institutions,CF Amalia sub-debt Colombia,32916,ITAU CORPBANCA COLOMBIA SA,Active,NA,NA,42.5,NA,42.5
08.07.13,Africa Region,AFR,"Oil, Gas, and Mining",Delonex Energy,33557,DELONEX ENERGY UK LIMITED,Active,NA,NA,NA,60,60
08.07.13,Russian Federation,RUS,"Telecommunications, Media, and Technology",Lamoda Russia,34026,Lamoda GmbH,Completed,NA,NA,NA,13.24,13.24
02.07.13,Cote d'Ivoire,IVC,Financial Institutions,GTST SIR,33538,RISK SHARING FACILITY SOCIÃ‰TÃ‰ IVOIRIENNE DE RAFFINAGE,Completed,NA,50,50,NA,100
01.07.13,Uganda,UAN,Infrastructure,Umeme Capex,33500,UMEME LTD,Active,NA,NA,70,NA,70
24.06.13,Cote d'Ivoire,IVC,Infrastructure,Ciprel IV,31833,COMPAGNIE IVOIRIENNE DE PRODUCTION D'ELECTRICITE,Active,NA,NA,132.54,NA,132.54
21.06.13,Romania,ROM,Financial Institutions,UniCredit Rom,33733,UNICREDIT BANK SA,Active,NA,NA,74.98,NA,74.98
20.06.13,Mexico,MXC,Financial Institutions,E Factor Network,33270,"E Factor Network, S.A. de C.V.",Active,NA,NA,NA,5,5
19.06.13,Mexico,MXC,Financial Institutions,CAMESA II,33639,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., S.F.",Completed,NA,NA,14.06,NA,14.06
17.06.13,Latin America Region,LAC,"Telecommunications, Media, and Technology",Dafiti Latam,33609,Dafiti Latam GmbH & Co. Beteiligungs KG,Completed,NA,NA,NA,19.6,19.6
11.06.13,MENA Region,EMN,Infrastructure,Renaissance MCB,33121,RENAISSANCE SERVICES SAOG,Completed,NA,NA,0,30,30
11.06.13,Senegal,SEN,Infrastructure,Tobene,33841,TOBENE POWER SA,Active,NA,NA,41.4,4.83,46.22
10.06.13,Turkey,TUR,Manufacturing,SOCAR Turkey Aegean Refinery,30867,STAR RAFINERI ANONIM SIRKETI,Hold,NA,NA,NA,NA,NA
07.06.13,Morocco,MYC,Financial Institutions,CF BCP Equity,31240,BANQUE CENTRALE POPULAIRE SA,Active,NA,NA,NA,62.04,62.04
06.06.13,Latin America Region,LAC,"Telecommunications, Media, and Technology",Seaborn,31388,SEABORN NETWORKS GROUP INC,Completed,NA,NA,NA,4,4
06.06.13,Cote d'Ivoire,IVC,Financial Institutions,SIB RSF,33230,RISK SHARING FACILITY SOCIETE IVOIRIENNE DE BANQUE S.A,Active,NA,20.82,NA,NA,20.82
04.06.13,MENA Region,EMN,Infrastructure,Mediterrania Capital II,33021,MEDITERRANIA CAPITAL II (SICAV) PLC,Active,NA,NA,NA,19.86,19.86
31.05.13,World Region,WLD,Financial Institutions,AllianceBernstein Next 50 Emerging Markets Project,30730,ALLIANCEBERNSTEIN NEXT 50 EMERGING MARKETS MANAGEMENT LLC,Active,NA,NA,NA,100,100
30.05.13,World Region,WLD,Health and Education,Coursera Equity,33599,"Coursera, Inc.",Active,NA,NA,NA,5,5
29.05.13,Iraq,IRQ,Infrastructure,Nafith Logistics Services PSC,32425,Nafith International Limited,Active,NA,NA,NA,5,5
29.05.13,Brazil,BRA,"Tourism, Retail, and Property",BHG,32797,Brazil Hospitality Group S.A,Completed,NA,NA,NA,24.37,24.37
29.05.13,World Region,WLD,Financial Institutions,Earthport,32942,EARTHPORT PLC,Completed,NA,NA,NA,10,10
28.05.13,Turkey,TUR,Financial Institutions,Odea Bank SME,32915,ODEA BANK ANONIM SIRKETI,Completed,NA,NA,50,NA,50
26.05.13,Uganda,UAN,Agribusiness and Forestry,Pearl Dairy,33405,PEARL DAIRY FARMS LTD,Completed,NA,NA,4,NA,4
24.05.13,Armenia,ARM,Financial Institutions,WCSS Inecobank ASLF,33520,INECOBANK CJSC,Completed,NA,NA,5,NA,5
24.05.13,Armenia,ARM,Financial Institutions,WCSS Unibank ASLF,33521,UNIBANK OJSC,Completed,NA,NA,5,NA,5
24.05.13,Ethiopia,ETH,Agribusiness and Forestry,africaJUICE,33523,Africajuice B.V.,Active,NA,NA,NA,3,3
24.05.13,World Region,WLD,"Tourism, Retail, and Property",IFC Global Financial Institutions Fund,33537,"IFC Financial Institutions Growth Fund, LP",Active,NA,NA,NA,200,200
23.05.13,Ethiopia,ETH,Agribusiness and Forestry,Velocity,32357,VELOCITY DAIRY PLC,Pending Approval,NA,NA,NA,6.93,6.93
22.05.13,Bangladesh,BAN,Manufacturing,DBL Group,31357,COLOR CITY LTD.,Active,NA,NA,10.5,NA,10.5
22.05.13,Colombia,CLM,"Telecommunications, Media, and Technology",Avantel LTE,33688,AVANTEL ACQUISITIONS LTD.,Active,NA,NA,NA,15,15
21.05.13,Chile,CHL,Infrastructure,La Huayca II,33192,SPS LA HUAYCA S.A.,Active,NA,NA,14.3,NA,14.3
20.05.13,Lao People's Democratic Republic,LAO,Health and Education,Essilao,32557,ESSILOR LAO COMPANY LIMITED,Active,NA,NA,20,NA,20
20.05.13,Turkey,TUR,Financial Institutions,Fiba Sub Loan,32669,FIBABANKA A S,Completed,NA,NA,40,NA,40
20.05.13,Chile,CHL,Infrastructure,SunEdison CAP,33191,Amanecer Solar SpA,Active,NA,NA,65,NA,65
20.05.13,China,CHA,Financial Institutions,BVCF III,33495,"BVCF III, L.P.",Active,NA,NA,NA,20,20
17.05.13,Brazil,BRA,Financial Institutions,Orange,33421,SUL AMERICA S/A,Completed,NA,NA,NA,197.6,197.6
17.05.13,Chile,CHL,Infrastructure,SunEdison Merchant,33456,San Andres SpA,Active,NA,NA,38,NA,38
15.05.13,"Egypt, Arab Republic of",EGT,Manufacturing,Elif Egypt,33338,ELIF PLASTIK AMBALAJ SANAYI VE TICARET ANONIM SIRKETI,Active,NA,NA,35.5,NA,35.5
14.05.13,Georgia,GEO,Agribusiness and Forestry,Tetri Qudi,32807,Tetri Kudi LLC(Limited liability Company),Completed,NA,NA,1.5,NA,1.5
14.05.13,India,IND,Agribusiness and Forestry,Parag Dairy,33134,Parag Milk Foods Limited,Active,NA,NA,15,NA,15
14.05.13,Eastern Africa Region,EAN,Health and Education,AAR Healthcare,33419,AAR HEALTH CARE HOLDINGS LIMITED,Active,NA,NA,NA,4,4
13.05.13,MENA Region,EMN,"Oil, Gas, and Mining",Circle Oil,32571,CIRCLE OIL PLC,Active,NA,NA,50,NA,50
13.05.13,Eastern Europe Region,EER,Financial Institutions,DARP APS,33235,"APS FUND BETA uzavreny investicni fond, a.s.",Active,NA,NA,26.48,0.66,27.14
12.05.13,MENA Region,EMN,"Oil, Gas, and Mining",Viking Services BV,32036,VIKING SERVICES BV,Completed,NA,NA,50,NA,50
10.05.13,Haiti,HAI,"Tourism, Retail, and Property",Marriott Haiti,32421,TURGEAU DEVELOPMENTS SA,Active,NA,NA,13.25,NA,13.25
10.05.13,Armenia,ARM,Financial Institutions,Finca Armenia,33625,FINCA UNIVERSAL CREDIT ORGANIZATION CJSC,Active,NA,NA,4,NA,4
08.05.13,India,IND,Health and Education,Fortis Healthcare Ltd,33057,FORTIS HEALTHCARE LIMITED,Completed,NA,NA,55,45,100
08.05.13,Kenya,KEN,"Tourism, Retail, and Property",Garden City Kenya,32887,ACTIS AFRICA REAL ESTATE FUND 2 LP,Active,NA,NA,37,8.2,45.2
07.05.13,Vietnam,VNM,Agribusiness and Forestry,Masan Consumer,32470,Masan Consumer Holding LLC,Hold,NA,NA,NA,NA,NA
07.05.13,Bosnia and Herzegovina,BIH,Manufacturing,SSL Bosnia III,33387,SISECAM SODA LUKAVAC DOO,Active,NA,NA,22,NA,22
07.05.13,China,CHA,Financial Institutions,Fullerton II,33410,FULLERTON CREDIT (CHONGQING) LTD.,Completed,NA,NA,30,NA,30
03.05.13,East Asia and Pacific Region,EAP,"Telecommunications, Media, and Technology",DARP Fortress,32539,Fortress IFC Asian Investment Holdings L.P.,Active,NA,NA,50,25,75
03.05.13,Brazil,BRA,"Oil, Gas, and Mining",Neo Gas,32938,NEOGAS DO BRASIL GAS NATURAL COMPRIMIDO S.A.,Completed,NA,NA,20,20,40
03.05.13,Paraguay,PAR,Financial Institutions,Vision CL PYG,33155,VISION BANCO S.A.E.C.A.,Completed,NA,NA,15,NA,15
03.05.13,Latin America Region,LAC,Financial Institutions,Safetypay,33253,"SAFTPAY, INC.",Active,NA,NA,NA,7,7
03.05.13,Timor-Leste,TMP,Financial Institutions,TRM Convertible Loan,33643,TUBA RAI METIN,Active,NA,NA,0.5,NA,0.5
02.05.13,Nepal,NEP,Financial Institutions,Nepal SREP,32545,NEPAL BANK LIMITED,Hold,NA,NA,NA,NA,NA
02.05.13,Israel,ISR,Agribusiness and Forestry,Kaiima,32746,KAIIMA BIO AGRITECH LTD,Active,NA,NA,NA,20,20
30.04.13,Cameroon,CAM,Financial Institutions,Activa Finances,31215,ACTIVA FINANCES LTD,Active,NA,NA,NA,5.7,5.7
30.04.13,Panama,PAN,Financial Institutions,Bandelta,32395,Banco Delta S.A.,Completed,NA,NA,6,NA,6
30.04.13,Chad,CHD,Health and Education,Chad Clinic,32607,CLINIQUE LA PROVIDENCE,Active,NA,NA,1.38,NA,1.38
30.04.13,Brazil,BRA,Financial Institutions,ABC Frontier,32730,BANCO ABC BRASIL SA,Completed,NA,NA,20,NA,20
30.04.13,Armenia,ARM,Financial Institutions,Unibank SME,33031,UNIBANK OJSC,Completed,NA,NA,5,NA,5
30.04.13,Ghana,GHA,Manufacturing,Ghana BDC II,33071,Chase Petroleum Ghana Limited,Completed,NA,75,NA,NA,75
30.04.13,Chile,CHL,Financial Institutions,Project Martina,33272,BANCO INTERNACIONAL SA,Completed,NA,NA,30,NA,30
29.04.13,Armenia,ARM,"Tourism, Retail, and Property",Property Development Company CJSC,32970,PROPERTY DEVELOPMENT COMPANY CJSC,Completed,NA,NA,10,NA,10
29.04.13,Albania,ALB,Infrastructure,Kurum International SH.A.,33378,KURUM INTERNATIONAL SH.A.,Active,NA,NA,44.91,NA,44.91
26.04.13,Honduras,HDS,Financial Institutions,Ficensa Loan,32992,Banco Financiera Centroamericana S.A.,Completed,NA,NA,10,NA,10
26.04.13,Georgia,GEO,Financial Institutions,FINCA GEORGIA,33331,FINCA BANK,Completed,NA,NA,4,NA,4
26.04.13,Brazil,BRA,"Telecommunications, Media, and Technology",Internexa Brazil,33334,Internexa Participacoes S A,Active,NA,NA,NA,25,25
26.04.13,World Region,WLD,Infrastructure,TPG Alternative and Renewable Technologies,33384,TPG Alternative and Renewable Technologies Partners L.P.,Active,NA,NA,NA,25,25
26.04.13,Brazil,BRA,Infrastructure,Vento Brazil,33642,CPFL ENERGIAS RENOVAVEIS S/A,Completed,NA,NA,NA,71.08,71.08
25.04.13,Bosnia and Herzegovina,BIH,Manufacturing,Bekto Precisa,32491,BEKTO-PRECISA D.O.O,Completed,NA,NA,10.39,NA,10.39
24.04.13,World Region,WLD,Agribusiness and Forestry,Olam Corp Loan,31566,OLAM INTERNATIONAL LIMITED,Completed,NA,NA,120,NA,120
24.04.13,Croatia,HRV,Infrastructure,Jelinak,32218,VJETROELEKTRANA JELINAK d.o.o.,Active,NA,NA,24.85,NA,24.85
24.04.13,Serbia,SRB,Infrastructure,Alibunar WPP,32752,ELECTRAWINDS-S D.O.O. BEOGRAD,Active,NA,NA,25.5,NA,25.5
24.04.13,Lao People's Democratic Republic,LAO,Financial Institutions,ACLEDA Lao Loan,32982,ACLEDA BANK LAO LTD,Completed,NA,NA,8,NA,8
23.04.13,Mozambique,MOZ,Manufacturing,Midal Cables Moz,32703,MIDAL CABLES INTERNATIONAL LIMITADA,Active,NA,NA,35,5,40
23.04.13,Turkey,TUR,Infrastructure,Asyaport,32902,ASYAPORT LIMAN ANONIM SIRKETI,Active,NA,NA,75,NA,75
23.04.13,Bangladesh,BAN,Financial Institutions,BRAC IMPACT VENTURES LIMITED,32909,BRAC IMPACT VENTURES LIMITED,Hold,NA,NA,NA,NA,NA
23.04.13,Indonesia,INS,Financial Institutions,BTPN Loan III,33212,PT BANK BTPN TBK,Completed,NA,NA,75,NA,75
22.04.13,China,CHA,Financial Institutions,"New Hope Agriculture and Food Fund II, L.P.",32694,New Hope Agriculture and Food Fund II LP,Active,NA,NA,NA,20,20
22.04.13,India,IND,Financial Institutions,Equitas ECB,33616,EQUITAS SMALL FINANCE BANK LIMITED,Active,NA,NA,10,NA,10
22.04.13,India,IND,Financial Institutions,Ujjivan ECB,33626,UJJIVAN FINANCIAL SERVICES LIMITED,Completed,NA,NA,10,NA,10
19.04.13,Peru,PER,Financial Institutions,Edyficar IV,32254,Empresa Financiera Edyficar S.A,Completed,NA,NA,40,NA,40
18.04.13,Mexico,MXC,Financial Institutions,ABC Capital SME,32952,"ABC Capital, S.A. InstituciÃ³n de Banca MÃºltiple",Pending Approval,NA,NA,15.63,NA,15.63
18.04.13,Georgia,GEO,Financial Institutions,BR Housing,33007,Bank Republic JSC,Active,NA,NA,20,NA,20
17.04.13,India,IND,Infrastructure,ACME Energy,32497,ACME SOLAR ENERGY (MADHYA PRADESH) PRIVATE LIMITED,Active,NA,NA,50,NA,50
16.04.13,Kazakhstan,KAZ,Financial Institutions,Sberbank KZ,31830,SB Sberbank JSC,Completed,NA,NA,70,NA,70
16.04.13,Dominican Republic,DOM,"Oil, Gas, and Mining",Unigold,32487,Unigold Inc,Completed,NA,NA,NA,12.36,12.36
16.04.13,Russian Federation,RUS,Financial Institutions,Multimortgage,33079,"KB DELTAKREDIT, AO",Completed,NA,NA,70,NA,70
15.04.13,Kosovo,XKS,Financial Institutions,TEB Kosovo Sh A Subordinated Loan,33510,TEB SH.A.,Completed,NA,NA,5.88,NA,5.88
15.04.13,India,IND,Financial Institutions,IBEF II,33540,INDIA BUSINESS EXCELLENCE FUND-IIA,Active,NA,NA,NA,25,25
12.04.13,Iraq,IRQ,"Tourism, Retail, and Property",Arjaan Erbil,32451,MALIA INVEST HOLDING SAL,Active,NA,NA,14,NA,14
10.04.13,Guinea,GUI,"Tourism, Retail, and Property",Palma Guinea,32408,PALMA GUINEE SA,Active,NA,NA,15,NA,15
10.04.13,Latin America Region,LAC,Health and Education,Santillana,32548,GRUPO SANTILLANA EDUCACION GLOBAL SL.,Active,NA,NA,32.51,NA,32.51
10.04.13,Ethiopia,ETH,Financial Institutions,GTST Ethiopia Trade Facility,32846,INDEPENDENT PETROLEUM GROUP K.S.C.P,Completed,NA,NA,75,NA,75
10.04.13,China,CHA,"Oil, Gas, and Mining",ENN Energy,33120,ENN Energy Holdings Limited,Completed,NA,NA,75,NA,75
09.04.13,China,CHA,Health and Education,QDJason Electric,32927,"QINGDAO JASON ELECTRIC CO.,LTD.",Completed,NA,NA,NA,6,6
09.04.13,Mongolia,MNG,Financial Institutions,TFG Equity 2013,33492,XACBANK LLC,Active,NA,NA,NA,7.35,7.35
08.04.13,Pakistan,PAK,"Tourism, Retail, and Property",G4 Office Tower,32873,IMPERIAL DEVELOPERS AND BUILDERS (PRIVATE) LIMITED,Pending Approval,NA,NA,11,NA,11
08.04.13,Bangladesh,BAN,Financial Institutions,WCSS AB Bank BSLF III,33243,AB BANK LIMITED.,Completed,NA,NA,35,NA,35
05.04.13,China,CHA,Financial Institutions,CFPA MFI Loan,33268,"CFPA MICROFINANCE MANAGEMENT CO., LTD.",Active,NA,NA,20,NA,20
05.04.13,Belarus,BLR,"Tourism, Retail, and Property",Rubliovskiy III,33389,MILLEX INTERNATIONAL LIMITED,Completed,NA,NA,20,NA,20
04.04.13,Sri Lanka,SRI,Financial Institutions,NDB Loan Package,32392,NATIONAL DEVELOPMENT BANK PLC,Active,NA,NA,34,NA,34
04.04.13,Southern Africa Region,AFS,Infrastructure,Lereko Metier Sustainable Capital Fund Trust,33116,LEREKO METIER SUSTAINABLE CAPITAL MANAGERS (PTY) LTD,Active,NA,NA,NA,20,20
03.04.13,Indonesia,INS,"Telecommunications, Media, and Technology",Protelindo,32367,"PROFESIONAL TELEKOMUNIKASI INDONESIA, PT",Completed,NA,NA,50,NA,50
03.04.13,Kenya,KEN,Financial Institutions,I&M II,32409,I AND M BANK LTD,Active,NA,NA,50,NA,50
02.04.13,Solomon Islands,SLI,Agribusiness and Forestry,SolTuna Expansion,32053,SOLTUNA LIMITED,Active,NA,NA,10,NA,10
01.04.13,Armenia,ARM,Agribusiness and Forestry,Noyan,32799,Euroterm ZAO,Active,NA,NA,2.5,NA,2.5
01.04.13,India,IND,Financial Institutions,Suryoday,33181,SURYODAY SMALL FINANCE BANK LIMITED,Active,NA,NA,6,2.78,8.78
29.03.13,Brazil,BRA,Agribusiness and Forestry,Minerva Beef,32247,Minerva S/A.,Active,NA,NA,60,25,85
28.03.13,Colombia,CLM,Financial Institutions,DARP SPV CC,33367,FIDEICOMISO CONCILIARTE,Active,NA,NA,36,24,60
27.03.13,Uganda,UAN,Financial Institutions,DTBU Tier I & II,31695,DIAMOND TRUST BANK UGANDA LTD,Active,NA,NA,5,NA,5
26.03.13,Tanzania,TAN,Financial Institutions,DTBT Tier I & II,31696,DIAMOND TRUST BANK TANZANIA LTD,Active,NA,NA,5,NA,5
25.03.13,Turkey,TUR,Infrastructure,Izsu Wastewater,32078,IZMIR SU VE KANALIZASYON IDARESI GENEL MUDURLUGU,Active,NA,NA,35.89,NA,35.89
25.03.13,South Africa,SOU,Financial Institutions,CustomCapitalSPV,32616,CUSTOM CAPITAL (PTY) LTD,Completed,NA,NA,26.76,NA,26.76
25.03.13,Brazil,BRA,Manufacturing,Cventures Primus,32661,CVENTURES PRIMUS FUNDO MUTUO DE INVESTIMENTO EM EMPRESAS EMERGENTES INOVADORAS,Active,NA,NA,NA,7.11,7.11
25.03.13,Thailand,THL,Infrastructure,Lakeshore Capital,33357,LAKESHORE CAPITAL PARTNERS COMPANY LIMITED,Active,NA,NA,NA,20,20
22.03.13,Kenya,KEN,Financial Institutions,DTBK Tier II,32172,Diamond Trust Bank Kenya Limited,Active,NA,10,40,NA,50
22.03.13,Chile,CHL,Agribusiness and Forestry,Copeval,32777,Compania Agropecuaria Copeval SA,Active,NA,NA,50,20,70
19.03.13,Turkey,TUR,Financial Institutions,Denizbank Covered Bond,33154,dummYDenizbank Covered Bond,Completed,NA,NA,69.02,NA,69.02
18.03.13,Russian Federation,RUS,Health and Education,Samara region,32756,Pravitelstvo Samarskoi oblasti,Completed,NA,NA,64.45,NA,64.45
18.03.13,Thailand,THL,Manufacturing,Chalybs Cylinders Ltd,32884,CHALYBS CYLINDERS LIMITED,Completed,NA,NA,26.16,NA,26.16
14.03.13,World Region,WLD,Infrastructure,Acciona Energia,33224,ACCIONA ENERGIA SA,Hold,NA,NA,NA,NA,NA
13.03.13,Africa Region,AFR,Financial Institutions,African Development Partners II LP,32034,AFRICAN DEVELOPMENT PARTNERS II LP,Active,NA,NA,NA,40,40
08.03.13,World Region,WLD,"Telecommunications, Media, and Technology",DiViNetworks,33314,DIVINETWORKS LTD,Completed,NA,NA,NA,5,5
07.03.13,China,CHA,Infrastructure,Zhaoheng Hydropower Holdings Ltd.,30266,Zhaoheng Hydropower Holdings Limited,Completed,NA,NA,50,25,75
07.03.13,Turkey,TUR,Financial Institutions,TSKB Pol. Abatem,33143,TURKIYE SINAI KALKINMA BANKASI A.S.,Active,NA,NA,75,NA,75
06.03.13,Nicaragua,NIC,Agribusiness and Forestry,Ingenio Montelimar,32253,"CORPORACION MONTELIMAR, S.A.",Active,NA,NA,15,NA,15
05.03.13,Ecuador,ECU,Agribusiness and Forestry,Pronaca Agro,32624,Procesadora Nacional de Alimentos C.A.,Active,NA,NA,70,NA,70
05.03.13,Brazil,BRA,Financial Institutions,Daycoval Debt,33226,Banco Daycoval S/A.,Completed,NA,NA,50,NA,50
01.03.13,Papua New Guinea,PAP,Financial Institutions,BSP Senior Loan,32706,BANK OF SOUTH PACIFIC LIMITED,Active,NA,NA,30,NA,30
01.03.13,Cambodia,KAM,Financial Institutions,Prasac Subdebt,33206,PRASAC MICROFINANCE INSTITUTION LIMITED,Active,NA,NA,10,NA,10
01.03.13,India,IND,Health and Education,CPLF- Hikal,33339,HIKAL LIMITED,Completed,NA,NA,125,NA,125
28.02.13,Philippines,PHL,Financial Institutions,PR Bank Equity,32935,PHILIPPINE RESOURCES SAVINGS BANKING CORPORATION,Completed,NA,NA,NA,22.03,22.03
28.02.13,Brazil,BRA,Financial Institutions,Itau Gender,33236,ITAU UNIBANCO SA,Completed,NA,NA,100,NA,100
27.02.13,Cote d'Ivoire,IVC,Financial Institutions,CF BIAO Loan,28926,"NSIA BANQUE COTE D'IVOIRE, S.A.",Hold,NA,NA,NA,NA,NA
27.02.13,Guatemala,GUA,Financial Institutions,Compar GT Loan,32770,"Compartamos, S.A.",Completed,NA,NA,7.68,NA,7.68
27.02.13,Africa Region,AFR,"Telecommunications, Media, and Technology",Afrimax Limited,32865,AFRIMAX LIMITED,Completed,NA,NA,NA,25,25
26.02.13,Indonesia,INS,Manufacturing,PT Panca Amara Utama,32198,"PANCA AMARA UTAMA, PT",Active,NA,NA,130,NA,130
26.02.13,Kenya,KEN,Financial Institutions,Kenya Commercial Bank III,32805,KCB GROUP LIMITED,Active,NA,NA,95,NA,95
26.02.13,Africa Region,AFR,Agribusiness and Forestry,ETC Group,32863,ETC GROUP,Active,NA,NA,70,NA,70
25.02.13,Uganda,UAN,Financial Institutions,KCB Uganda LTF,31511,KCB BANK UGANDA LTD,Active,NA,NA,10,NA,10
25.02.13,South Africa,SOU,Agribusiness and Forestry,Country Bird,32653,COUNTRY BIRD HOLDINGS LTD,Active,NA,NA,25,NA,25
25.02.13,Morocco,MYC,Health and Education,HEM,32773,INSTITUT DES HAUTES ETUDES DE MANAGEMENT,Completed,NA,NA,NA,7,7
22.02.13,Turkey,TUR,Financial Institutions,Is Leasing EE/RE,32241,IS FINANSAL KIRALAMA ANONIM SIRKETI,Active,NA,NA,35,NA,35
20.02.13,Brazil,BRA,Financial Institutions,Indusval Agro,31529,Banco Indusval S/A,Completed,NA,NA,20,NA,20
20.02.13,Jordan,JOR,Health and Education,Luminus,31625,LUMINUS GROUP,Active,NA,NA,NA,11.08,11.08
20.02.13,Oman,OMA,Financial Institutions,Bank Muscat Eq CF,32103,BANK MUSCAT SAOG,Active,NA,NA,0,82.5,82.5
19.02.13,World Region,WLD,Financial Institutions,Munich Re Surety Facility,30474,MUNICH RE SURETY FACILITY,Completed,NA,100,NA,NA,100
19.02.13,India,IND,Infrastructure,Indo Nepal Power,31337,CROSS BORDER POWER TRANSMISSION COMPANY LIMITED,Hold,NA,NA,NA,NA,NA
18.02.13,"Egypt, Arab Republic of",EGT,"Oil, Gas, and Mining",Petroceltic,33324,PETROCELTIC INTERNATIONAL PUBLIC LIMITED COMPANY,Completed,NA,NA,100,NA,100
15.02.13,Indonesia,INS,Financial Institutions,MBK Ventura,31705,PT BINA USAHA KELUARGA,Active,NA,NA,4.97,3.93,8.9
15.02.13,Ukraine,UKR,Agribusiness and Forestry,Axzon A/S,31990,AXZON,Active,NA,NA,47.08,23.52,70.6
15.02.13,Latin America Region,LAC,Financial Institutions,Viamericas,31310,Viamericas Corporation,Active,NA,NA,NA,6,6
12.02.13,India,IND,Financial Institutions,Ratnakar Bank,33000,RBL Bank Limited,Completed,NA,NA,NA,22.07,22.07
